open,high,low,close,volume
99.81821942252401,100.84500040067805,98.51614218545082,100.49671415301123,2211
100.0529503887864,100.64177344437572,99.30346420490318,100.35844985184005,4823
100.4087573288956,101.94265823574624,100.41910998364816,101.00613838994074,2026
102.63958629329488,103.1087524681125,102.37949933542407,102.52916824634876,1005
103.49219340308734,103.78509754720204,101.27085254501854,102.29501487162543,4475
101.28983575753504,102.71506224043658,101.36674197130449,102.06087791467625,2795
104.64091122795206,105.63917854308146,102.46076593173616,103.64009073018364,3660
103.62585338698966,105.96615197629937,104.0358131971709,104.40752545933655,1308
103.0904238609047,104.16960056734689,103.86167548469903,103.9380510734016,3406
105.29920573533077,106.64749515180387,104.21840399254106,104.48061111698756,2862
104.93912980218272,104.8201433506946,103.74789819830681,104.0171934241751,4005
104.4028736073675,103.99956188395588,101.82872034595057,103.55146367060485,3555
102.47762853395272,104.37965363645186,102.64069179103123,103.79342594217087,3512
101.41419471944103,102.9264957332005,101.4772058483738,101.88014569751307,4749
100.97821645700337,100.67819943889698,97.06200219005488,100.15522786500004,1675
99.63448217632296,99.66445434503206,98.95229601574921,99.59294033575907,3849
97.5064163692272,99.91937953090996,97.20743011571359,98.58010921542466,1517
99.35267448714536,100.41121496452824,98.20751841475479,98.89435654801993,4046
97.27152521350725,98.9450362016423,97.38741646802781,97.98633247249872,1383
98.36855361955564,98.39499599642966,96.03033572805104,96.57402877116343,4009
99.58451900250324,100.25295545809628,97.03912921438344,98.03967754008498,4985
98.417998665954,98.01889038690734,97.0707038946735,97.81390123959844,3537
99.24243614905615,98.03037224052765,97.57246797345172,97.88142944428637,3586
96.52147260819629,96.79300162990242,96.0349216428812,96.4566812580729,3598
96.67773602792275,96.84678388185723,94.81506574788337,95.91229853354773,2512
97.50094141855966,97.39840018086483,95.79120728384991,96.02322112325758,2330
95.1177262276296,96.74580393973243,93.82753037746714,94.87222754583529,2298
94.99273839266668,96.14134465002024,92.85895148982823,95.24792556418096,1607
92.94266491608504,94.73012525268675,94.54880177724269,94.64728687426215,4927
94.27245959874739,94.80545942517905,92.77818403749951,94.35559312446888,1161
94.57730969680179,94.17412558710446,93.72809800475271,93.75388651223948,1600
96.55179812431605,96.79207295217829,94.89234448840254,95.60616469674842,2270
96.0970325377289,96.9046290173766,93.85352732626139,95.59266747201049,2559
93.99365744809235,95.0014262339909,93.59678981461741,94.53495654305459,1664
93.38067988621019,96.08573956246364,94.83179664985579,95.35750145515777,3891
93.64144270718202,94.27880897878858,94.04112489811122,94.13665780518676,1861
94.04117652913754,95.23858922717828,93.37099029872961,94.3455214001915,3290
92.07292230912171,92.53350311684918,91.40729154752248,92.38585127631173,4781
91.67622158439123,92.27479514856942,90.98757068204769,91.05766522741331,3077
93.24020287429727,92.77673176820828,91.13256943990639,91.25452646328243,3039
92.11652224511893,92.3417683042847,91.37281991650367,91.99299304327783,1480
91.94762953531135,92.23617446731883,92.09264980809239,92.1643613244678,4790
91.78949122907548,94.72092042655092,91.2311739139037,92.04871304207957,1220
91.87199411339799,92.83356208006882,91.68458910819182,91.74760934649028,4637
89.44079359577445,91.08268661048164,89.41290599660947,90.26908735612285,3418
89.66944170647419,90.49744914255149,89.44126225861164,89.54924314772813,4149
89.53941671310015,89.79544772308296,88.09166665596656,89.08860437676836,3167
90.35541266656176,90.96380559029325,88.97074831071494,90.14572660298727,2816
90.94688682656052,91.30683067321192,88.95697389111365,90.48934489255574,2772
89.16005234654152,90.34421538298304,88.67705480127331,88.72630473719299,1509
87.27849202434135,91.12163277403137,88.2825890898439,89.0503887065878,2916
89.30217658456687,89.02689872624082,88.6335611517595,88.66530642617147,4844
87.31736958020306,89.43609119394388,87.66798090525582,87.98838442586552,3561
87.50422155170243,90.00974000936604,86.45637448577784,88.60006071470639,2390
88.52660840934733,90.20449402889031,88.94121080954379,89.63106023720233,4151
90.99588196679106,91.43831419423111,89.39267185336328,90.56234035631853,4430
89.50054790587104,90.51198704894803,89.7007748825312,89.7231228330959,1190
87.73194167325927,90.52268711755191,88.75452812180625,89.41391045724468,2659
90.22321170384052,90.98630820866305,89.19321687386395,89.74517388864824,2717
